,DoubleRing,Phone,QWERTY
,9.761766414875073,10.5936879276098,13.878180416345412
,7.112164765150393,12.837657127574218,13.392857142857142
,17.973040439340988,15.686274509803921,19.40700808625337
,18.58544140423335,15.132408575031526,17.764618800888233
,14.687882496940025,43.956043956043956,16.666666666666668
,13.737836290784202,71.21661721068249,17.982017982017982
,12.74223520042474,23.856858846918488,13.518588058580548
,14.423076923076923,14.602981442044417,15.048369759942673
,12.051217675119258,10.192525481313703,89.88764044943821
,13.329630658150514,11.007731621019525,16.94316978468055
,21.11746590409151,13.848817080207732,16.842105263157894
,10.61320754716981,12.045169385194479,11.952191235059761
,9.23076923076923,19.40700808625337,56.70407560543414
,13.836840588065725,17.699115044247787,17.68867924528302
,20.539152759948653,9.619238476953909,19.753086419753085
,15.306122448979592,13.274336283185841,15.151515151515152
,11.801067715650463,10.692464358452138,18.71345029239766
,14.34548714883443,15.23487092678798,13.958125623130607
,20.797227036395146,14.61038961038961,14.146772767462423
,13.979903888160768,9.44231336677486,32.608695652173914
,29.429797670141017,14.112903225806452,13.415315818893237
,13.70309951060359,21.608643457382954,17.467248908296945
,11.412268188302425,14.433485686793361,17.191977077363898
,18.575851393188856,14.158098769593797,14.138438880706921
,9.156810377718427,14.802631578947368,18.619084561675717
,15.015015015015015,15.209125475285171,13.75831231368952
,15.567567567567568,15.233259282767376,14.336917562724015
,17.433414043583536,17.22900215362527,14.917421417155035
,12.254901960784315,18.53281853281853,11.635423400129282
,14.598540145985401,13.276172037062647,32.520325203252035
,16.901408450704224,18.94238358326756,15.878266622560371
,20.168067226890756,15.620932048945587,13.524936601859679
,23.93617021276596,12.254276231810058,16.308040770101925
,14.334470989761092,14.209591474245116,22.54579614842649
,23.054755043227665,24.217961654894047,18.917498686284812
,25.83423035522067,12.78227524499361,13.892908827785817
,18.825638727028238,21.64762477450391,17.973040439340988
,16.210739614994935,17.624842635333614,24.04809619238477
,21.634615384615383,16.732512200790147,18.9873417721519
,15.878266622560371,30.0,15.261627906976743
,20.0,31.25,24.377856780091417
,23.65697387875801,11.278195488721805,20.463847203274216
,24.606971975393026,19.728729963008632,15.686274509803921
,43.956043956043956,10.993037742762917,19.083969465648856
,17.54385964912281,17.758046614872363,16.483516483516482
,23.73887240356083,11.396011396011396,18.07909604519774
,48.582995951417004,11.794770984863376,15.429122468659594
,12.260536398467433,18.426103646833013,15.756893640967924
,10.59322033898305,10.869565217391305,15.426643098184156
,27.10843373493976,11.557512383048982,16.38001638001638
,15.783540022547914,12.024048096192384,21.680216802168022
,16.865776528460998,9.497427779976256,45.45454545454545
,21.04340201665936,27.10843373493976,28.933092224231466
,25.91792656587473,18.20940819423369,29.605263157894736
,18.757327080890974,13.063357282821686,21.53754113072091
,12.105926860025221,11.714174150722375,25.899280575539567
,52.060737527114966,12.987012987012987,25.641025641025642
,18.0,20.00833680700292,15.614834092387769
,13.492241960872498,13.35559265442404,19.650655021834062
,13.340744858254586,22.22222222222222,26.755852842809364
AVG0,14.29857682680804,18.247825465824487,22.600390720151925
AVG1,17.696281425032968,17.13142700244333,17.266900955588007
AVG2,22.97077658536935,15.762099367353105,21.89697715092588
AVG,18.32187827907012,17.04711727854031,20.588089608888602
